"ticker.kalshi","title.kalshi","yes_sub_title.kalshi","id.polym","question.polym"
"KXRTCAUGHTSTEALING-50","Caught Stealing Rotten Tomatoes score Above 50?","Above 50",581727,"""Caught Stealing"" Rotten Tomatoes score is less than 65?"
"KXRTCAUGHTSTEALING-50","Caught Stealing Rotten Tomatoes score Above 50?","Above 50",581728,"""Caught Stealing"" Rotten Tomatoes score is between 65 and 69?"
"KXRTCAUGHTSTEALING-50","Caught Stealing Rotten Tomatoes score Above 50?","Above 50",581729,"""Caught Stealing"" Rotten Tomatoes score is between 70 and 74?"
"KXRTCAUGHTSTEALING-50","Caught Stealing Rotten Tomatoes score Above 50?","Above 50",581730,"""Caught Stealing"" Rotten Tomatoes score is between 75 and 79?"
"KXRTCAUGHTSTEALING-50","Caught Stealing Rotten Tomatoes score Above 50?","Above 50",581731,"""Caught Stealing"" Rotten Tomatoes score is between 80 and 84?"
"KXRTCAUGHTSTEALING-50","Caught Stealing Rotten Tomatoes score Above 50?","Above 50",581732,"""Caught Stealing"" Rotten Tomatoes score is 85 or higher?"
"KXNEXTDEF-29-NONE","Will No other person be Trump's next Secretary of Defense?","No other person",513091,"Will Pete Hegseth be Trump's Defense Secretary?"
"KXNEXTDEF-29-NONE","Will No other person be Trump's next Secretary of Defense?","No other person",513092,"Will Mike Waltz be Trump's Defense Secretary?"
"KXNEXTDEF-29-NONE","Will No other person be Trump's next Secretary of Defense?","No other person",513093,"Will Tom Cotton be Trump's Defense Secretary?"
"KXNEXTDEF-29-NONE","Will No other person be Trump's next Secretary of Defense?","No other person",513094,"Will Mike Pompeo be Trump's Defense Secretary?"
"KXNEXTDEF-29-NONE","Will No other person be Trump's next Secretary of Defense?","No other person",513095,"Will Christopher Miller be Trump's Defense Secretary?"
"KXNEXTDEF-29-NONE","Will No other person be Trump's next Secretary of Defense?","No other person",513096,"Will Robert O'Brien be Trump's Defense Secretary?"
"KXNEXTDEF-29-NONE","Will No other person be Trump's next Secretary of Defense?","No other person",513097,"Will Mike Gallagher be Trump's Defense Secretary?"
"KXNEXTDEF-29-NONE","Will No other person be Trump's next Secretary of Defense?","No other person",513098,"Will Joni Ernst be Trump's Defense Secretary?"
"KXNEXTDEF-29-NONE","Will No other person be Trump's next Secretary of Defense?","No other person",513099,"Will Thomas Massie be Trump's Defense Secretary?"
"KXNEXTDEF-29-NONE","Will No other person be Trump's next Secretary of Defense?","No other person",513100,"Will Mike Rogers be Trump's Defense Secretary?"
"KXNEXTDEF-29-NONE","Will No other person be Trump's next Secretary of Defense?","No other person",513102,"Will Ron DeSantis be Trump's Defense Secretary?"
"KXNEXTDEF-29-NONE","Will No other person be Trump's next Secretary of Defense?","No other person",513103,"Will Elbridge Colby be Trump's Defense Secretary?"
"KXNYCMAYOR2ND-25-SSTR","Will Scott Stringer get second place in the Mayor?","Scott Stringer",551976,"Will Eric Adams win second place in the 2025 NYC mayoral election?"
"KXNYCMAYOR2ND-25-SSTR","Will Scott Stringer get second place in the Mayor?","Scott Stringer",551977,"Will Andrew Cuomo win second place in the 2025 NYC mayoral election?"
"KXNYCMAYOR2ND-25-SSTR","Will Scott Stringer get second place in the Mayor?","Scott Stringer",551978,"Will Curtis Silwa win second place in the 2025 NYC mayoral election?"
"KXNYCMAYOR2ND-25-SSTR","Will Scott Stringer get second place in the Mayor?","Scott Stringer",551979,"Will Jim Walden win second place in the 2025 NYC mayoral election?"
"KXNYCMAYOR2ND-25-SSTR","Will Scott Stringer get second place in the Mayor?","Scott Stringer",551980,"Will Zohran Mamdani win second place in the 2025 NYC mayoral election?"
"KXNYCMAYOR2ND-25-SSTR","Will Scott Stringer get second place in the Mayor?","Scott Stringer",551981,"Will Zellnor Myrie win second place in the 2025 NYC mayoral election?"
"KXNYCMAYOR2ND-25-SSTR","Will Scott Stringer get second place in the Mayor?","Scott Stringer",551982,"Will Scott Stringer win second place in the 2025 NYC mayoral election?"
"KXNYCMAYOR2ND-25-SSTR","Will Scott Stringer get second place in the Mayor?","Scott Stringer",551983,"Will Brad Lander win second place in the 2025 NYC mayoral election?"
"KXNYCMAYOR2ND-25-SSTR","Will Scott Stringer get second place in the Mayor?","Scott Stringer",551984,"Will Andrew Yang win second place in the 2025 NYC mayoral election?"
"KXNYCMAYOR2ND-25-SSTR","Will Scott Stringer get second place in the Mayor?","Scott Stringer",551985,"Will Adrienne Adams win second place in the 2025 NYC mayoral election?"
"KXNYCMAYOR2ND-25-SSTR","Will Scott Stringer get second place in the Mayor?","Scott Stringer",551986,"Will Rudy Giuliani win second place in the 2025 NYC mayoral election?"
"KXNATLEMERGENCY-26JAN01","Will Trump declare another national emergency this year?","Yes",619416,"Trump declares another national emergency by December 31?"
"KXBOLIVIAFIRSTROUND-25-JQUI","Will Jorge Quiroga win the first round of the Bolivian presidential election?","Jorge Quiroga",563717,"Will Samuel Doria Medina win the most votes in the first round of the 2025 Bolivia presidential election?"
"KXBOLIVIAFIRSTROUND-25-JQUI","Will Jorge Quiroga win the first round of the Bolivian presidential election?","Jorge Quiroga",563718,"Will Andrónico Rodríguez win the most votes in the first round of the 2025 Bolivia presidential election?"
"KXBOLIVIAFIRSTROUND-25-JQUI","Will Jorge Quiroga win the first round of the Bolivian presidential election?","Jorge Quiroga",563719,"Will Jorge “Tuto” Quiroga win the most votes in the first round of the 2025 Bolivia presidential election?"
"KXBOLIVIAFIRSTROUND-25-JQUI","Will Jorge Quiroga win the first round of the Bolivian presidential election?","Jorge Quiroga",563720,"Will Manfred Reyes Villa win the most votes in the first round of the 2025 Bolivia presidential election?"
"KXBOLIVIAFIRSTROUND-25-JQUI","Will Jorge Quiroga win the first round of the Bolivian presidential election?","Jorge Quiroga",563721,"Will Eduardo del Castillo win the most votes in the first round of the 2025 Bolivia presidential election?"
"KXBOLIVIAFIRSTROUND-25-JQUI","Will Jorge Quiroga win the first round of the Bolivian presidential election?","Jorge Quiroga",563722,"Will Rodrigo Paz win the most votes in the first round of the 2025 Bolivia presidential election?"
"KXRTFIGHTORFLIGHT-82","Fight or Flight Rotten Tomatoes score Above 82?","Above 82",537268,"Will ""Fight or Flight"" Rotten Tomatoes score be less than 60?"
"KXRTFIGHTORFLIGHT-82","Fight or Flight Rotten Tomatoes score Above 82?","Above 82",537269,"Will ""Fight or Flight"" Rotten Tomatoes score be between 60 and 69?"
"KXRTFIGHTORFLIGHT-82","Fight or Flight Rotten Tomatoes score Above 82?","Above 82",537270,"Will ""Fight or Flight"" Rotten Tomatoes score be between 70 and 79?"
"KXRTFIGHTORFLIGHT-82","Fight or Flight Rotten Tomatoes score Above 82?","Above 82",537271,"Will ""Fight or Flight"" Rotten Tomatoes score be between 80 and 89?"
"KXRTFIGHTORFLIGHT-82","Fight or Flight Rotten Tomatoes score Above 82?","Above 82",537272,"Will ""Fight or Flight"" Rotten Tomatoes score be 90 or higher?"
"KXNEWROLEVOGUE-30JAN-AMY","Will Amy Astley be the next Editor-in-Chief of Vogue?","Amy Astley",563378,"Will Chloe Malle be named the next editor-in-chief of Vogue?"
"KXNEWROLEVOGUE-30JAN-AMY","Will Amy Astley be the next Editor-in-Chief of Vogue?","Amy Astley",563379,"Will Sara Moonves be named the next editor-in-chief of Vogue?"
"KXNEWROLEVOGUE-30JAN-AMY","Will Amy Astley be the next Editor-in-Chief of Vogue?","Amy Astley",563380,"Will Chioma Nnadi be named the next editor-in-chief of Vogue?"
"KXNEWROLEVOGUE-30JAN-AMY","Will Amy Astley be the next Editor-in-Chief of Vogue?","Amy Astley",563381,"Will Amy Astley be named the next editor-in-chief of Vogue?"
"KXNEWROLEVOGUE-30JAN-AMY","Will Amy Astley be the next Editor-in-Chief of Vogue?","Amy Astley",563382,"Will Chloe Schama be named the next editor-in-chief of Vogue?"
"KXNEWROLEVOGUE-30JAN-AMY","Will Amy Astley be the next Editor-in-Chief of Vogue?","Amy Astley",563383,"Will Kate Betts be named the next editor-in-chief of Vogue?"
"KXNEWROLEVOGUE-30JAN-AMY","Will Amy Astley be the next Editor-in-Chief of Vogue?","Amy Astley",563392,"Will no new person be named the next editor-in-chief of Vogue?"
"KXNEWROLEVOGUE-30JAN-AMY","Will Amy Astley be the next Editor-in-Chief of Vogue?","Amy Astley",563688,"Will Carlos Nazario be named the next editor-in-chief of Vogue?"
"KXNEWROLEVOGUE-30JAN-AMY","Will Amy Astley be the next Editor-in-Chief of Vogue?","Amy Astley",563689,"Will Taylor Antrim be named the next editor-in-chief of Vogue?"
"KXVOTECHAVEZDEREMER-26-MLEE","Will Mike Lee vote for Lori Chavez-DeRemer?","Mike Lee",525470,"Will John Curtis vote to confirm Lori Chavez-DeRemer as Secretary of Labor?"
"KXVOTECHAVEZDEREMER-26-MLEE","Will Mike Lee vote for Lori Chavez-DeRemer?","Mike Lee",525471,"Will Mitch McConnell vote to confirm Lori Chavez-DeRemer as Secretary of Labor?"
"KXVOTECHAVEZDEREMER-26-MLEE","Will Mike Lee vote for Lori Chavez-DeRemer?","Mike Lee",525472,"Will Susan Collins vote to confirm Lori Chavez-DeRemer as Secretary of Labor?"
"KXVOTECHAVEZDEREMER-26-MLEE","Will Mike Lee vote for Lori Chavez-DeRemer?","Mike Lee",525473,"Will Lisa Murkowski vote to confirm Lori Chavez-DeRemer as Secretary of Labor?"
"KXVOTECHAVEZDEREMER-26-MLEE","Will Mike Lee vote for Lori Chavez-DeRemer?","Mike Lee",525474,"Will John Fetterman vote to confirm Lori Chavez-DeRemer as Secretary of Labor?"
"KXVOTECHAVEZDEREMER-26-MLEE","Will Mike Lee vote for Lori Chavez-DeRemer?","Mike Lee",525475,"Will Rand Paul vote to confirm Lori Chavez-DeRemer as Secretary of Labor?"
"KXVOTECHAVEZDEREMER-26-MLEE","Will Mike Lee vote for Lori Chavez-DeRemer?","Mike Lee",525476,"Will Bernie Sanders vote to confirm Lori Chavez-DeRemer as Secretary of Labor?"
"KXVOTECHAVEZDEREMER-26-MLEE","Will Mike Lee vote for Lori Chavez-DeRemer?","Mike Lee",525477,"Will John Hickenlooper vote to confirm Lori Chavez-DeRemer as Secretary of Labor?"
"KXRTNOBODY2-45","Nobody 2 Rotten Tomatoes score Above 45?","Above 45",564390,"""Nobody 2"" Rotten Tomatoes score is less than 70%?"
"KXRTNOBODY2-45","Nobody 2 Rotten Tomatoes score Above 45?","Above 45",564391,"""Nobody 2"" Rotten Tomatoes score is between 70–79%?"
"KXRTNOBODY2-45","Nobody 2 Rotten Tomatoes score Above 45?","Above 45",564392,"""Nobody 2"" Rotten Tomatoes score is between 80–89%?"
"KXRTNOBODY2-45","Nobody 2 Rotten Tomatoes score Above 45?","Above 45",564393,"""Nobody 2"" Rotten Tomatoes score is 90% or higher?"
"KXELECTIONMOVVAGOV-25NOV04-P4","Will Abigail Spanberger win by 4 to 5.99 percentage points in Virginia?","4 to 5.99%",593164,"Will Abigail Spanberger win by less than 6%?"
"KXELECTIONMOVVAGOV-25NOV04-P4","Will Abigail Spanberger win by 4 to 5.99 percentage points in Virginia?","4 to 5.99%",593165,"Will Abigail Spanberger win by 6-9%?"
"KXELECTIONMOVVAGOV-25NOV04-P4","Will Abigail Spanberger win by 4 to 5.99 percentage points in Virginia?","4 to 5.99%",593166,"Will Abigail Spanberger win by 9-12%?"
"KXELECTIONMOVVAGOV-25NOV04-P4","Will Abigail Spanberger win by 4 to 5.99 percentage points in Virginia?","4 to 5.99%",593167,"Will Abigail Spanberger win by 12-15%?"
"KXELECTIONMOVVAGOV-25NOV04-P4","Will Abigail Spanberger win by 4 to 5.99 percentage points in Virginia?","4 to 5.99%",593168,"Will Abigail Spanberger win by 15-18%?"
"KXELECTIONMOVVAGOV-25NOV04-P4","Will Abigail Spanberger win by 4 to 5.99 percentage points in Virginia?","4 to 5.99%",593169,"Will Abigail Spanberger win by 18%+?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559652,"Will Gavin Newsom win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559653,"Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559654,"Will Pete Buttigieg win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559655,"Will Josh Shapiro win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559656,"Will Wes Moore win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559657,"Will Stephen A. Smith win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559658,"Will Kamala Harris win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559659,"Will Gretchen Whitmer win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559660,"Will Andy Beshear win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559661,"Will Jon Ossoff win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559662,"Will Mark Cuban win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559663,"Will J.B. Pritzker win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559664,"Will Raphael Warnock win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559665,"Will Corey Booker win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559666,"Will Tim Walz win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559667,"Will Michelle Obama win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559668,"Will Mark Kelly win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559669,"Will Rahm Emanuel win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559670,"Will Gina Raimondo win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559671,"Will Zohran Mamdani win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559672,"Will Roy Cooper win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559673,"Will John Fetterman win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559674,"Will Jared Polis win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559675,"Will Jon Stewart win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559676,"Will Barack Obama win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559677,"Will Hillary Clinton win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559678,"Will Liz Cheney win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559679,"Will Bernie Sanders win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559680,"Will Phil Murphy win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559681,"Will LeBron James win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559682,"Will Hunter Biden win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559683,"Will George Clooney win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559684,"Will Chelsea Clinton win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559685,"Will MrBeast win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559686,"Will Dwayne 'The Rock' Johnson win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559687,"Will Oprah Winfrey win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559688,"Will Andrew Yang win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559689,"Will Beto O’Rourke win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-KH","Will Kamala Harris be the nominee for the Presidency for the Democratic party?","Kamala Harris",559690,"Will Kim Kardashian win the 2028 Democratic presidential nomination?"
"KXSECAG-26DEC31-JH","Will Josh Hawley be confirmed as Attorney General by Dec 31, 2026?","Josh Hawley",513021,"Will Matt Gaetz be Trump's Attorney General?"
"KXSECAG-26DEC31-JH","Will Josh Hawley be confirmed as Attorney General by Dec 31, 2026?","Josh Hawley",513048,"Will Mike Lee be Trump's Attorney General?"
"KXSECAG-26DEC31-JH","Will Josh Hawley be confirmed as Attorney General by Dec 31, 2026?","Josh Hawley",513049,"Will Todd Blanche be Trump's Attorney General?"
"KXSECAG-26DEC31-JH","Will Josh Hawley be confirmed as Attorney General by Dec 31, 2026?","Josh Hawley",513053,"Will Matthew Whitaker be Trump's Attorney General?"
"KXSECAG-26DEC31-JH","Will Josh Hawley be confirmed as Attorney General by Dec 31, 2026?","Josh Hawley",513056,"Will Andrew Bailey be Trump's Attorney General?"
"KXSECAG-26DEC31-JH","Will Josh Hawley be confirmed as Attorney General by Dec 31, 2026?","Josh Hawley",513058,"Will Mike Davis be Trump's Attorney General?"
"KXSECAG-26DEC31-JH","Will Josh Hawley be confirmed as Attorney General by Dec 31, 2026?","Josh Hawley",513059,"Will Ken Paxton be Trump's Attorney General?"
"KXSECAG-26DEC31-JH","Will Josh Hawley be confirmed as Attorney General by Dec 31, 2026?","Josh Hawley",513061,"Will Will Levi be Trump's Attorney General?"
"KXSECAG-26DEC31-JH","Will Josh Hawley be confirmed as Attorney General by Dec 31, 2026?","Josh Hawley",513064,"Will Jay Clayton be Trump's Attorney General?"
"KXSECAG-26DEC31-JH","Will Josh Hawley be confirmed as Attorney General by Dec 31, 2026?","Josh Hawley",513065,"Will Robert Giuffra be Trump's Attorney General?"
"KXSECAG-26DEC31-JH","Will Josh Hawley be confirmed as Attorney General by Dec 31, 2026?","Josh Hawley",513066,"Will Pam Bondi be Trump's Attorney General?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572469,"Will Trump nominate Kevin Warsh as the next Fed chair?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572470,"Will Trump nominate Kevin Hassett as the next Fed chair?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572471,"Will Trump nominate Christopher Waller as the next Fed chair?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572472,"Will Trump nominate Bill Pulte as the next Fed chair?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572473,"Will Trump nominate Judy Shelton as the next Fed chair?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572474,"Will Trump nominate David Malpass as the next Fed chair?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572475,"Will Trump nominate Howard Lutnick as the next Fed chair?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572476,"Will Trump nominate Arthur Laffer as the next Fed chair?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572477,"Will Trump nominate Larry Kudlow as the next Fed chair?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572478,"Will Trump nominate Jerome Powell as the next Fed chair?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572479,"Will Trump nominate Ron Paul as the next Fed chair?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572480,"Will Trump nominate Stephen Miran as the next Fed chair?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572481,"Will Trump nominate Scott Bessent as the next Fed chair?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572482,"Will Trump nominate James B. Bullard as the next Fed chair?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572483,"Will Trump nominate Marc Sumerlin as the next Fed chair?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572484,"Will Trump nominate David Zervos as the next Fed chair?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572485,"Will Trump nominate Rick Rieder as the next Fed chair?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572486,"Will Trump nominate Michelle Bowman as the next Fed chair?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572487,"Will Trump nominate Lorie K. Logan as the next Fed chair?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572488,"Will Trump nominate Philip Jefferson as the next Fed chair?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572489,"Will Trump nominate Janet Yellen as the next Fed chair?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572491,"Will Trump nominate Larry Lindsey as the next Fed chair?"
"KXFEDCHAIRNOM-29-SBES","Will Trump next nominate Scott Bessent as Fed Chair?","Scott Bessent",572506,"Will Trump nominate no one before 2027?"
"KXAIRDROPMEGA-26FEB01","Will MegaETH conduct an airdrop before Feb 1, 2026?","Before Feb 1, 2026",556106,"Will MegaETH perform an airdrop by September 30? "
"KXAIRDROPMEGA-26FEB01","Will MegaETH conduct an airdrop before Feb 1, 2026?","Before Feb 1, 2026",556107,"Will MegaETH perform an airdrop by December 31? "
"KXAIRDROPMEGA-26FEB01","Will MegaETH conduct an airdrop before Feb 1, 2026?","Before Feb 1, 2026",556108,"Will MegaETH perform an airdrop by June 30? "
"KXRTONEBATTLEAFTERANOTHER-96","One Battle After Another Rotten Tomatoes score Above 96?","Above 96",581736,"""One Battle After Another"" Rotten Tomatoes score is less than 80?"
"KXRTONEBATTLEAFTERANOTHER-96","One Battle After Another Rotten Tomatoes score Above 96?","Above 96",581737,"""One Battle After Another"" Rotten Tomatoes score is between 80 and 84?"
"KXRTONEBATTLEAFTERANOTHER-96","One Battle After Another Rotten Tomatoes score Above 96?","Above 96",581738,"""One Battle After Another"" Rotten Tomatoes score is between 85 and 89?"
"KXRTONEBATTLEAFTERANOTHER-96","One Battle After Another Rotten Tomatoes score Above 96?","Above 96",581739,"""One Battle After Another"" Rotten Tomatoes score is between 90 and 94?"
"KXRTONEBATTLEAFTERANOTHER-96","One Battle After Another Rotten Tomatoes score Above 96?","Above 96",581740,"""One Battle After Another"" Rotten Tomatoes score is 95 or higher?"
"KXPRESNOMD-28-AB","Will Andy Beshear be the nominee for the Presidency for the Democratic party?","Andy Beshear",559652,"Will Gavin Newsom win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-AB","Will Andy Beshear be the nominee for the Presidency for the Democratic party?","Andy Beshear",559653,"Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-AB","Will Andy Beshear be the nominee for the Presidency for the Democratic party?","Andy Beshear",559654,"Will Pete Buttigieg win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-AB","Will Andy Beshear be the nominee for the Presidency for the Democratic party?","Andy Beshear",559655,"Will Josh Shapiro win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-AB","Will Andy Beshear be the nominee for the Presidency for the Democratic party?","Andy Beshear",559656,"Will Wes Moore win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-AB","Will Andy Beshear be the nominee for the Presidency for the Democratic party?","Andy Beshear",559657,"Will Stephen A. Smith win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-AB","Will Andy Beshear be the nominee for the Presidency for the Democratic party?","Andy Beshear",559658,"Will Kamala Harris win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-AB","Will Andy Beshear be the nominee for the Presidency for the Democratic party?","Andy Beshear",559659,"Will Gretchen Whitmer win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-AB","Will Andy Beshear be the nominee for the Presidency for the Democratic party?","Andy Beshear",559660,"Will Andy Beshear win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-AB","Will Andy Beshear be the nominee for the Presidency for the Democratic party?","Andy Beshear",559661,"Will Jon Ossoff win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-AB","Will Andy Beshear be the nominee for the Presidency for the Democratic party?","Andy Beshear",559662,"Will Mark Cuban win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-AB","Will Andy Beshear be the nominee for the Presidency for the Democratic party?","Andy Beshear",559663,"Will J.B. Pritzker win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-AB","Will Andy Beshear be the nominee for the Presidency for the Democratic party?","Andy Beshear",559664,"Will Raphael Warnock win the 2028 Democratic presidential nomination?"
