"event_ticker.kalshi","event_title.kalshi","event_id.polym","event_title.polym","same_question"
"KXJAPANHOUSE-28","Who will win the next Japanese general election?",13728,"Which party will win the most seats in Japanese general election?","FALSE"
"KXPORTUGALPRES-26FEB15","Who will win the 2026 Portugal presidential election?",34587,"Portugal Presidential Election","FALSE"
"PRESPARTYNJ-24","Who will win New Jersey in the presidential election?",903643,"New Jersey Presidential Election Winner","TRUE"
"KXNORWAYFOURTH-25SEP08-4","Who will finish 4th in the 2025 Norwegian parliamentary election?",38906,"Which Party wins 4th most seats in Norway election?","FALSE"
"PRESPARTYIA-24","Who will win Iowa in the presidential election?",903655,"Iowa Presidential Election Winner","TRUE"
"KXBOLIVIADEPUTIES-25","Who will win the next Bolivian Chamber of Deputies election?",34048,"Bolivia Chamber of Deputies Election Winner","TRUE"
"PRESPARTYMS-24","Who will win Mississippi in the presidential election?",903668,"Mississippi Presidential Election Winner","TRUE"
"PRESPARTYOK-24","Who will win Oklahoma in the presidential election?",903661,"Oklahoma Presidential Election Winner","TRUE"
"PRESPARTYMA-24","Who will win Massachusetts in the presidential election?",903662,"Massachusetts Presidential Election Winner","TRUE"
"PRESPARTYMO-24","Who will win Missouri in the presidential election?",903669,"Missouri Presidential Election Winner","TRUE"
"PRESPARTYSC-24","Who will win South Carolina in the presidential election?",903671,"South Carolina Presidential Election Winner","TRUE"
"KXNLDFOURTH-25OCT29-4","Who will finish 4th in the 2025 Netherlands general election?",41655,"Which Party wins 4th most seats in Netherlands election?","TRUE"
"PRESPARTYWV-24","Who will win West Virginia in the presidential election?",903682,"West Virginia Presidential Election Winner","TRUE"
"KXMOLDOVAPARLIAMENT-25SEP28","Who will win the 2025 Moldova parliamentary election?",24685,"Moldova Parliamentary Election","FALSE"
"KXMAYORATLANTA-25","Who will win the Mayor election in Atlanta?",33851,"Atlanta Mayoral Election","FALSE"
"KXNLDTHIRD-25OCT29-3","Who will finish 3rd in the 2025 Netherlands general election?",41654,"Which Party wins 3rd most seats in Netherlands election?","TRUE"
"KXMAYOROAKLAND-25","Who will win the Mayor election in Oakland?",11209,"Who will win San Francisco Mayor Election?","FALSE"
"PRESPARTYNH-24","Who will win New Hampshire in the presidential election?",903640,"New Hampshire Presidential Election Winner","TRUE"
"KXSPDPERCENT-25","What share of the vote will the SPD get in the German election?",15628,"SPD % of vote in German Election?","TRUE"
"KXJPHOCSECOND-25","Who will be second in the Japan House of Councillors election?",32944,"Japan House of Councillors Election: 2nd Place","TRUE"
"KXCABOUT-29","Who will be the first to leave the Trump Cabinet?",32802,"Who will be the first to leave the Trump Cabinet?","TRUE"
"KXDNCCHAIR-25DEC","Who will be the next DNC Chair?",14577,"Who will be the next DNC Chair?","TRUE"
"KXDNI-26DEC31","Who will be Trump’s Director of National Intelligence?",17448,"Who will be Trump’s Director of National Intelligence?","TRUE"
"KXEOCOUNTDAY1-25JAN20","How many Executive Orders will Trump issue on Day 1?",16504,"How many Executive Orders will Trump issue on Day 1?","TRUE"
"KXEOCOUNTDAY3-25JAN22","How many Executive Orders will Trump issue on Day 3?",17038,"How many Executive Orders will Trump issue on Day 3?","TRUE"
"KXEUTARIFFSIZE-25","How large will Trump's EU tariffs be?",17704,"How large will Trump's EU tariffs be?","TRUE"
"KXFEDCHAIRNOM-29","Who will Trump nominate as Fed Chair?",35908,"Who will Trump nominate as Fed Chair?","TRUE"
"KXJONESDROPOUT-25NOV04","Will Jay Jones drop out of the Virginia Attorney General race?",57023,"Will Jay Jones drop out of the Virginia Attorney General race?","TRUE"
"KXNATIONALE-25","Will Trump declare a national emergency in his first 100 days?",14626,"Will Trump declare a national emergency in his first 100 days?","TRUE"
"KXRECBILL-26","What will be in the next reconciliation bill?",24467,"What will be in the next reconciliation bill?","TRUE"
"KXRUBIO-25JUL01","Who will replace Marco Rubio as Florida Senator?",14446,"Who will replace Marco Rubio as Florida Senator?","TRUE"
"KXSWINGSTATES24DJT","How many swing states will Trump win?",13272,"How many swing states will Trump win?","TRUE"
"KXVANCE-26JAN01","Who will replace JD Vance as Ohio Senator?",14219,"Who will replace JD Vance as Ohio Senator?","TRUE"
"KXEOCOUNTDAY2-25JAN21","How many Executive Orders will Trump issue on Day 2?",17033,"How many Executive Orders will Trump issue on Day 2?","TRUE"
"KXSPEAKER","Who will be the Speaker of the House?",14033,"Who will be the Speaker of the House?","TRUE"
"KXJAN6PARDON-25MAY01","How many Jan 6th protestors will Trump pardon in his first 100 days?",16439,"How many Jan 6th protestors will Trump pardon in his first 100 days?","TRUE"
"KXSECAG-26DEC31","Who will be Trump's Attorney General?",14415,"Who will be Trump's Attorney General?","TRUE"
"KXRECOGSOMALI-29","Will Trump recognize Somaliland?",26081,"Will Trump recognize Somaliland in 2025?","FALSE"
"KXTRUMPPOW-26","Will Trump sue Powell?",37181,"Will Trump sue Powell by September 30?","FALSE"
"KXJOINADMINMUSK-25","Will Elon Musk Rejoin the Trump Administration this year?",26008,"Will Elon Musk rejoin the Trump Administration this year?","TRUE"
"KXHABEAS-29","Will Trump suspend habeas corpus?",24211,"Will Trump suspend habeas corpus before July?","FALSE"
"KXFBI-26DEC31","Who will be Trump's FBI Director?",14976,"Who will be Trump's FBI director?","TRUE"
"KXMELANIASUEHUNTER-26","Will Melania Trump sue Hunter Biden?",37992,"Will Melania Trump sue Hunter Biden by August 31?","FALSE"
"KXMOLDOVACOALITION-27JAN01","Which parties will be a part of the next Government of Moldova?",45054,"Which Parties will be part of next Government of the Moldova?","TRUE"
"KXWALTZCOUNT-25","How many Senators vote to confirm Mike Waltz as U.N. Ambassador?",32804,"How many senators vote to confirm Mike Waltz as UN Ambassador?","TRUE"
"KXOBERGEFELL-29","Will the Supreme Court overturn gay marriage?",37081,"Will the Supreme Court overturn gay marriage in 2025?","FALSE"
"KXDUTCHCOALITION-27JAN01","Which parties will be a part of the next Government of the Netherlands?",41438,"Which Parties will be part of next Government of the Netherlands?","TRUE"
"KXNEXTUKPM-30","Who will be the next Prime Minister of the UK?",834762,"Who will be next Prime Minister of the UK?","TRUE"
"KXTIKTOKDJT-25-JAN28","Will Trump save TikTok in his first week?",16784,"Will Trump save TikTok in first week?","TRUE"
"KXCLEANCR-26","Will the next government funding bill be a 'clean CR'?",51829,"Will the next government funding bill be a clean CR?","TRUE"
"KXSINGHSEAT-25","Will Jagmeet Singh lose their seat?",21310,"Will Jagmeet Singh lose his seat?","TRUE"
"KXCARNEYSEAT-25","Will Mark Carney lose their seat?",21597,"Will Mark Carney lose his seat?","TRUE"
"KXPOILIEVRESEAT-25","Will Pierre Poilievre lose their seat?",21598,"Will Pierre Poilievre lose his seat?","TRUE"
"KXPARIS-25","Will Trump withdraw from the Paris Agreement in his first 100 days?",14269,"Will Trump withdraw from Paris climate agreement in first 100 days?","TRUE"
"KXBLSCOMMISSIONER-25","Will EJ Antoni be confirmed as BLS Commissioner this year?",37220,"Will EJ Antoni be confirmed as BLS Commissioner in 2025?","FALSE"
"KXAUSSEATDUTTON-25","Will Peter Dutton lose his seat in the Australian election?",23335,"Will Peter Dutton lose his seat?","TRUE"
"KXAUSSEATALBANESE-25","Will Anthony Albanese lose his seat in the Australian election?",23336,"Will Anthony Albanese lose his seat?","TRUE"
"KXAOCENDORSE","Who will AOC endorse for Mayor?",24882,"Who will AOC endorse for NYC Mayor?","TRUE"
"KXALLVOTETG-25","Will every Republican Senator vote for Tulsi Gabbard?",16767,"Will every Republican Senator vote to confirm Tulsi Gabbard?","TRUE"
"KXSECHHS-26DEC31","Who will be Trump's Secretary of Health and Human Services?",14429,"Who will be Trump's Health & Human Services Secretary?","TRUE"
"KXINAUGVIEWS","How many people will view Trump's inauguration?",16500,"How many people will watch Trump inauguration?","TRUE"
"KXALLVOTEHEGSETH-25","Will every Republican Senator vote for Pete Hegseth?",16766,"Will every Republican Senator vote to confirm Pete Hegseth?","TRUE"
"KXVOTEHEGSETH-26","Which Senators will vote for Pete Hegseth?",16730,"Which Senators will vote to confirm Pete Hegseth?","TRUE"
"KXVOTECHAVEZDEREMER-26","Which Senators will vote for Lori Chavez-DeRemer?",19705,"Which Senators will vote to confirm Lori Chavez-DeRemer?","TRUE"
"KXNUNAVUT-25","Which party will win Nunavut in the Canadian election?",22052,"Which party wins Nunavut?","TRUE"
"KXSECVA-26DEC31","Who will be Trump's Secretary of Veterans Affairs?",14212,"Who will Trump pick for Secretary of Veterans Affairs?","TRUE"
"KXRFKCOUNT-25","How many Senators will vote for RFK as Secretary of HHS?",16558,"How many Senators vote to confirm RFK as Secretary of HHS?","TRUE"
"KXPATELCOUNT-25","How many Senators will vote for Kash Patel as Director of the FBI?",17245,"How many Senators vote to confirm Kash Patel as Director of the FBI?","TRUE"
"KXVOTETULSI-26","Which Senators will vote for Tulsi Gabbard?",16748,"Which Senators will vote to confirm Tulsi Gabbard?","FALSE"
"KXCUOMODROPOUT-25","Who will drop out of the NYC Mayoral race?",41689,"Who will drop out of NYC Mayor race first?","FALSE"
"KXCAPITALMOVESK-25","Will South Korea move its capital to Sejong this year?",25917,"Will South Korea move its capital to Sejong in 2025?","FALSE"
"KXEPA-26DEC31","Who will be Trump's EPA Administrator?",14215,"Who will Trump pick for EPA Administrator?","TRUE"
"KXSECSTATE-26DEC31","Who will be Trump's Secretary of State?",14185,"Who will Trump pick for Secretary of State?","TRUE"
"KXVOTEPATEL-26","Which Senators will vote for Kash Patel?",17248,"Which Senators will vote to confirm Kash Patel?","TRUE"
"KXACKMANMAYOR-25","Will Bill Ackman run for NYC Mayor?",29006,"Will Bill Ackman announce NYC mayoral run before August?","FALSE"
"KXINAUG-25","Who will be at Trump's inauguration?",14196,"Who will attend Trump inauguration?","TRUE"
"KXNEWPARTYMUSK","Will Elon Musk create a new political party this year?",26089,"Will Elon Musk create a new political party by...?","FALSE"
"KXLARGETARIFF","Will Trump impose large tariffs in his first year?",14526,"Will Trump impose large tariffs in his first 6 months?","FALSE"
"KXTRUMPNATSEC-25","Who will be Trump's National Security Advisor?",23811,"Who will Trump appoint as next National Security Advisor?","TRUE"
"KXEOCOUNTDAY1B-25JAN20","How many Executive Orders will Trump issue on Day 1? (Higher Options)",16985,"How many Executive Orders will Trump issue in his first week? (Higher Options)","TRUE"
"KXADAMSDROPOUTBY","When will Eric Adams drop out?",32434,"Will Eric Adams drop out?","FALSE"
"KXSECTRANS-26DEC31","Who will be Trump's Secretary of Transportation?",14211,"Who will Trump pick for Transportation Secretary?","TRUE"
"KXPREEMPT-25","Will President Biden issue any 'preemptive' pardons?",15939,"Will Biden issue a preemptive pardon?","TRUE"
"KXDJTAOC-26","Will Trump sue AOC in 2025?",16991,"Will Trump sue AOC before March?","FALSE"
"KXLEAVETULSIGABBARD-25JUL","Tulsi Gabbard out as United States Director of National Intelligence before Jul 2025?",27845,"Tulsi Gabbard out as United States Director of National Intelligence before July?","TRUE"
"KXEPSTEINACCUSERS-25NOV01","Who will be mentioned in Epstein survivors' list before November?",41867,"Who will be mentioned in Epstein survivors' list?","FALSE"
"KXSECED-26DEC31","Who will be Trump's Secretary of Education?",14213,"Who will Trump pick for Education Secretary?","TRUE"
"KXPARDONSTRUMP-25","How many people will Trump pardon in the first 100 days?",14178,"Who will Trump pardon in first 100 days?","FALSE"
"KXSECINT-26DEC31","Who will be Trump's Secretary of the Interior?",14207,"Who will Trump pick for Interior Secretary?","TRUE"
"KXRECNCHVOTE-26JAN01","How many votes will the next reconciliation bill get in the House?",30467,"How many votes will Reconciliation bill get in the House?","FALSE"
"KXSECENERGY-26DEC31","Who will be Trump's Secretary of Energy?",14197,"Who will Trump pick for Energy Secretary?","TRUE"
"KXTRUMPPRESS-25","Who will be Trump's Press Secretary?",14209,"Who will Trump pick as White House Press Secretary?","TRUE"
"KXYESILGOZOUT-25OCT29","Yeşilgöz out as VVD leader before Netherlands election?",38903,"Dilan Yeşilgöz out as VVD leader before Netherlands election?","TRUE"
"KXSECAGRO-26","Who will be Trump's Secretary of Agriculture?",14191,"Who will Trump pick for Agriculture Secretary?","TRUE"
"KXSECCOM-26DEC31","Who will be Trump's Secretary of Commerce?",14208,"Who will Trump pick for Commerce Secretary?","TRUE"
"KXDJTVOSTARIFFS","Will the Supreme Court rule in favor of Trump's tariffs?",41353,"Supreme Court rules in favor of Trump's tariffs?","TRUE"
"KXFDA-26DEC31","Who will be Trump’s FDA Commissioner?",14342,"Who Trump pick for FDA Commissioner?","TRUE"
"KXDJTGREENLAND-25","Will Donald Trump visit Greenland in 2025?",21626,"Will Trump visit Greenland before July?","FALSE"
"KXGREENIND-26","Will Greenland vote for independence in 2025?",16787,"Will Greenland vote for independence in 2025?","TRUE"
"KXALLVOTERFKJR-25","Will every Republican Senator vote for RFK?",16768,"Will every Republican Senator vote to confirm RFK Jr?","The questions are essentially asking the same thing with slightly different wording. Both inquire whether every Republican Senator will support RFK (Robert F. Kennedy Jr.) in a context related to voting. Therefore, they are logically equivalent.

**Answer:** TRUE"
"KXDJTJBPARDON","Will Biden pardon more people than Trump did?",15438,"Will Biden issue more pardons than Trump?","TRUE"
"KXERS-26","Will Trump create an ""External Revenue"" Service?",22985,"Will Trump create External Revenue Service before July?","FALSE"
"KXLEAVELISACOOK-26JAN","Lisa Cook Out as Fed Governor in 2025?",39671,"Lisa Cook out as Fed Governor by...?","TRUE"
"KXWLEADERPOPE-25","Will Trump meet with Pope Leo XIV before July 2025?",23944,"Will Trump meet Pope Leo XIV before August?","TRUE"
"KXWHCOS-26","Will Susie Wiles still be Trump's Chief of Staff in 2026?",14592,"Will Susie Wiles be Trump's Chief of Staff on Jan 31?","FALSE"
"KXCANELECTRICITY-25MAY","Will Ontario cut off electricity to the United States before May 2025?",20316,"Will Ontario cut off electricity to the US before May?","TRUE"
"KXSENMAJORITY","Who will be the Senate Majority Leader?",14189,"Next Senate Majority Leader?","TRUE"
"KXMAXWELLTESTIFY-26JAN","Will Ghislaine Maxwell testify in front of Congress in 2025?",32409,"Will Ghislaine Maxwell testify before Congress in 2025?","TRUE"
"KXRAWMILKBAN-26","Will RFK end the raw milk ban in 2025?",19230,"Will RFK remove raw milk ban?","TRUE"
"KXCANCOALITION-30","Next government of Canada?",21734,"Next Government of Canada","TRUE"
"KXCORPTAXCUT-26JAN01","Will Trump cut corporate taxes in 2025?",16435,"Will Trump cut corporate taxes in 2025?","TRUE"
"KXNATLEMERGENCYHOUSING-26JAN01","Will Trump issue a national emergency on housing this year?",41140,"Will Trump announce a national housing emergency in 2025?","FALSE"
"KXFORMALNOMGAETZ-25","Will Trump formally nominate Matt Gaetz for Attorney General?",14433,"Trump formally nominates Matt Gaetz for AG?","TRUE"
"KXNEXTDEF-29","Who will be Trump's next Secretary of Defense?",14430,"Who will be Trump's Defense Secretary?","TRUE"
"KXAUSTRIANATO-25","Will Austria join NATO in 2025?",34762,"Will Austria join NATO by December 31?","FALSE"
"KXLEAVEADMIN-26","Who will leave their role in Trump Administration this year?",21683,"Who will leave Trump Administration in 2025?","FALSE"
"KXCANADAPM-45","Who will be the Canadian Prime Minister after the next election?",16125,"Next Prime Minister of Canada after the election?","TRUE"
"KXROGANKH-24","Will Kamala Harris go on Joe Rogan?",13433,"Will Kamala go on Joe Rogan before election?","FALSE"
"KXHARVARDTAX-25","Will Trump revoke Harvard's tax exempt status this year?",22896,"Will Trump remove Harvard tax exempt status?","TRUE"
"KXNEXTTONGAPM-26","Who will be the next Prime Minister of Tonga?",24961,"Next Prime Minister of Tonga","TRUE"
"KXUKRAINERESIGN-26","Will Volodymyr Zelenskyy resign?",19596,"Zelensky resigns in 2025?","FALSE"
"KXDJTMUSKAPOLOGY-25","Will Trump or Elon apologize first in Jun 2025?",26482,"Will Elon or Trump apologize first?","TRUE"
"KXTRUMPNOMW-25","Will another Trump Cabinet nominee withdraw before Inauguration Day?",14661,"Another Trump Cabinet nominee withdrawn before inauguration?","TRUE"
"KXCONLEADER24","Who will be the leader of the UK Conservative Party?",11413,"Next UK leader of the Conservatives?","TRUE"
"KXNEXTSPEAKER-31","Who will be the next Speaker of the House?",902615,"Who will be the next speaker?","TRUE"
"KXVOTERFK-26","Which Senators will vote for RFK?",16747,"Which Senators will vote to confirm RFK Jr.?","FALSE"
"KXUSAKIM-29","Will Kim Jong-Un visit the US during Trump's term?",16172,"Will Kim Jong Un visit US in 2025?","FALSE"
"KXTURKEYTERMLIMITS-25","Will Erdoğan repeal presidential term limits in 2025?",21377,"Will Erdogan repeal presidential term limits?","TRUE"
"KXEXTRADITEUSISRAELTALEX-25OCT01","Will Israel extradite Tom Alexandrovich to the United States before Oct 2025?",38557,"Will Israel extradite Tom Alexandrovich to the US by September 30?","TRUE"
"KXEOCOUNTDAY1C-25JAN20","How many Executive Orders will Trump issue on Day 1? (Even Higher Options)",17152,"How many Executive Orders will Trump issue in his first week? (Lower Options)","FALSE"
"KXVOTEAGAINST","Will Mitch McConnell vote against at least one of Trump's nominees?",16751,"Will Mitch McConnell vote against a Trump cabinet pick?","TRUE"
"KXROGANDJT-24","Will Donald Trump go on Joe Rogan?",12152,"Will Trump go on Joe Rogan before election?","TRUE"
"KXTARIFFSCANADA-26","Will Trump impose new tariffs on Canada in 2025?",16997,"Will Trump impose tariffs on Canada before March?","FALSE"
"KXNGUARDCITY-25","What cities will Trump send the National Guard to in 2025?",39659,"Which cities will Trump send  the National Guard to by September 30?","FALSE"
"KXPORTUGALPM-25","Who will be the Portuguese Prime Minister after their election?",21183,"Next Prime Minister of Portugal after the 2025 election?","TRUE"
"KXCANADABLOCK-25JUN","Will Canada block Pornhub before Jun 2025?",20975,"Will Canada block Pornhub in the U.S. before May?","FALSE"
"KXCANAL-29","Will Trump take back the Panama Canal?",16527,"Trump takes Panama Canal in 2025?","TRUE"
"KXTRUMPREMOVE","Will Trump be impeached and removed from office?",16489,"Will Trump be impeached in 2025?","The correct response is FALSE. 

The two questions are not logically equivalent. Question 1 asks about the impeachment and removal of Trump from office, which is a specific event that would occur before the end of his presidential term. Question 2 asks specifically about the possibility of Trump being impeached in 2025, which is a future time point and does not inherently address the removal from office or imply any outcomes related to Question 1."
"KXMEXICOCITY-25","Will Trump reinstate the Mexico City policy on Day 1?",16765,"Trump reinstates Mexico City policy on Day 1?","TRUE"
"KXSENATESCR-26","South Carolina Republican Senate Nominee",45021,"South Carolina Republican Senate Primary Winner","FALSE"
"KXINCOMETAXCUT-26JAN01","Will Trump cut income taxes for the highest earners in 2025?",16434,"Will Trump cut taxes on high earners in 2025?","TRUE"
"KXMILSPEND-26","Will Trump try to reduce military spending in 2025?",16792,"Will Trump cut military spending?","TRUE"
"KXSECHUD-26DEC31","Who will be Trump's Secretary of Housing and Urban Development?",14200,"Who will Trump pick for HUD Secretary?","TRUE"
"KXFORMALNOMGABBARD-25","Will Trump formally nominate Tulsi Gabbard for Director of National Intelligence?",14432,"Will Trump formally nominate Tulsi Gabbard to the cabinet?","FALSE"
"KXTARIFFSMEX-26","Will Trump impose new tariffs on Mexico in 2025?",16998,"Will Trump impose tariffs on Mexico before March?","FALSE"
"KXBOLSONAROLEAVE-26","Will Jair Bolsonaro move out of Brazil this year?",33666,"Will Bolsonaro leave Brazil in 2025?","FALSE"
"CABINETTULSI-25","Tulsi Gabbard nominated to the Cabinet?",12151,"Trump nominates Tulsi Gabbard to Cabinet?","FALSE"
"KXARRESTPOWELL-26JAN","Will Jerome Powell be arrested in 2025?",33524,"Jerome Powell in jail in 2025","FALSE"
"KXCABFAIL","Will at least 3 of Trump's Cabinet nominees fail?",14828,"Will 3+ Trump cabinet picks fail to get appointed?","TRUE"
"KXIMPEACH-29","Will President Trump be impeached again?",4615,"Will Donald Trump be impeached again before the end of his term?","TRUE"
"KXTRUMPNETFAVINAUG","Will Trump have a positive favorability rating on Inauguration Day?",15605,"Trump positive favorability on inauguration day?","TRUE"
"KXRECESSCAB-25","Will Trump use recess appointments to fill any Cabinet position?",14528,"Trump uses a recess appointment for Cabinet?","TRUE"
"KXEPSTEINLIST-26","Who will be named in the Epstein files released in 2025?",18413,"Who will be named in Epstein files by June 30?","FALSE"
"KXTRUMPSNL-29","Will Trump go on SNL during his second term?",14524,"Will Trump go on SNL before inauguration?","FALSE"
"KXTARIFFEUALC-25","Will Trump launch tariffs on EU alcohol?",20831,"Trump tariff on EU alcohol before May?","TRUE"
"KXPRESNOMR-28","Republican nominee in 2028?",31875,"Republican Presidential Nominee 2028","TRUE"
"KXFORMALNOMRFK-25","Will Trump formally nominate RFK for Secretary of Health and Human Services?",14431,"Will Trump formally nominate RFK Jr. to the cabinet?","TRUE"
"KXPRESNOMD-28","Democratic nominee in 2028?",30829,"Democratic Presidential Nominee 2028","TRUE"
"CMEATBANTIME-24JUN","New state bans lab-grown meat in Jun 2024?",10661,"Another state bans lab-grown meat in May?","FALSE"
"CABINETRFK-25","Robert F. Kennedy Jr. nominated to the Cabinet?",12129,"Trump nominates RFK Jr. to Cabinet?","FALSE"
"KXNATLEMERGENCY-26JAN01","Will Trump declare another national emergency this year?",52729,"Trump declares another national emergency by December 31?","TRUE"
"KXDEMORAESIMPEACH-25","Will Alexandre de Moraes be impeached this year?",12384,"Alexandre de Moraes impeached in September?","FALSE"
"CABINETMUSK-25","Elon Musk nominated to the Cabinet?",12114,"Trump nominates Elon Musk to Cabinet?","FALSE"
"KXGABBARDCOUNT-25","How many Senators will vote for Tulsi Gabbard as Director of National Intelligence?",16560,"How many Senators vote to confirm Tulsi Gabbard?","TRUE"
"KXGULF-26","Will Trump rename the Gulf of Mexico to ""Gulf of America"" in 2025?",16484,"Trump renames Gulf of Mexico to ""Gulf of America"" in 2025?","TRUE"
"KXTIKTOKINJ","Will the Supreme Court grant TikTok's injunction against a ban?",16552,"Will Supreme Court delay the Tiktok ban?","TRUE"
"KXOAIMSFT-26","Will Open AI sue Microsoft?",27535,"Will OpenAI accuse Microsoft of violating antitrust before August?","FALSE"
"KXSPEAKERVOTE-25","How many votes will it take to elect a Speaker of the House?",16226,"How many ballots to elect next Speaker?","TRUE"
"KXVOTEDRFK","Will any Democrats vote for RFK?",17499,"Will any Democratic Senator vote to confirm RFK Jr?","FALSE"
"KXPRESCROATIA","Who will win the Croatian presidential election?",14596,"Croatia Presidential Election","FALSE"
"KXCABCOUNT-25MAR01","How many Cabinet members will Trump get confirmed before March?",14593,"How many Trump Cabinet confirmations in January?","FALSE"
"KXSENMAJLEAVE-26","Will John Thune no longer be Senate Majority Leader in 2025?",52595,"John Thune out as Senate Majority leader by October 31?","FALSE"
"KXPARDONSBIDEN-25","How many more people will Biden pardon?",15437,"Who will Biden pardon?","FALSE"
"KXPRESGHANA","Who will win the Ghanaian presidential election?",14560,"Ghana Presidential Election","FALSE"
"KXALBERTAREFYES-29","Will Alberta vote to secede from Canada before the next general election?",23593,"Will Alberta vote for independence in 2025?","FALSE

The two questions are not logically equivalent. While both questions relate to Alberta's potential secession from Canada, they refer to different time frames and phrasing. Question 1 asks about a vote before the next general election, which could happen at an unspecified time, whereas Question 2 specifically refers to a vote for independence in the year 2025. Therefore, they do not express the same proposition or its direct opposite."
"KXVOTERECNCS-26","Who will vote for the next budget reconciliation bill in the Senate?",30370,"Which senators vote for the next reconciliation bill?","TRUE"
"KX250DOLLARBILL-27","Will Trump create a $250 bill with his face on it?",19638,"Trump's face on the $250 bill before July?","FALSE"
"KXTRAVELBANS-25MAY","Which countries will Trump impose a travel ban on in the first 100 days?",15922,"Will Trump enact India travel ban in first 100 days?","FALSE"
"KXRECNCBILL-25","When will a budget reconciliation bill become law?",24879,"When will the reconciliation bill pass?","TRUE"
"KXNORWAYPM-25","Who will be the next Norwegian Prime Minister?",25330,"Next Prime Minister of Norway","TRUE"
"KXTARIFFSGLOBAL-25","Will Trump impose a general import tariff on all goods before May?",22037,"Will Trump announce a general Tariff on imports on April 2?","FALSE"
"KXARRESTMAMDANI-26JAN","Will Zohran Mamdani be arrested before Jan 2026?",29013,"Will Zohran Mamdani be deported before November?","FALSE"
"KXLAKENRILEY-26JAN01","How many votes will the Laken Riley Act receive in the Senate?",16515,"How many Democratic Senators vote for Laken Riley act?","FALSE"
"KXBIDENAMBIEN-28","Will it be reported that Joe Biden used Ambien before the 2024 presidential debate?",33522,"Joe Biden pre-debate Ambien use confirmed?","TRUE"
"KXPRESVISIT-26","What countries will Trump visit in the first year?",16817,"Which countries will Donald Trump visit in 2025?","FALSE"
"KXUSPS-26","Will Trump privatize the post office in 2025?",15618,"Will Trump privatize USPS in first 100 days?","TRUE"
"KXTARIFFSPRC-26","Will Trump impose new tariffs on China in 2025?",17326,"Will Trump impose tariffs on China before March?","FALSE"
"KXADAMSDLEAVE-25NOV04","Will Eric Adams stop being a Democrat?",41688,"Will Eric Adams drop out by...?","FALSE"
"KXDRONES-25","Are the New Jersey drones from a foreign state actor?",15377,"New Jersey mystery drones from foreign country?","TRUE"
"KXTAXWAIVE-26","Will Trump end income tax for people earning under $150k?",22865,"Trump removes income tax on individuals making <$150k?","TRUE"
"KXTARIFFCOUNTRY-26JAN01","What countries will Trump tariff in 2025?",21698,"Which countries will Trump tariff on April 2?","FALSE"
"KXROMANIABAN-27","Will Georgescu be banned from the Romanian election?",19686,"Georgescu in jail before Romanian election?","FALSE"
"KXGOVTRECOGSYRIA-25","Who will recognize the new government of Syria before Apr 2025?",15394,"Who will recognize Syrian Government by March 31?","TRUE"
"KXRETIREMM-26","Will Mitch McConnell resign his office before the midterms?",17818,"Will Mitch McConnell retire before July?","FALSE"
"KXRECESSAPPT-25","Who will Trump recess appoint?",23941,"Trump uses a recess appointment before July?","FALSE"
"KXBLOCKH1B-26JAN01","Will courts block Trump's H-1B visa proclamation this year?",47328,"Will courts block Trump's 100k H1b by...?","FALSE"
"KXPRESPOLAND","Who will win the Polish presidential election?",14874,"Poland Presidential Election","FALSE"
"KXRESTORELOCAL-25OCT","Will Trump restore local control of DC police before Oct 2025?",37078,"Trump restores local control of DC Police by August 31?","FALSE"
"KX3RDTERM-26","Will the House vote to let Trump have a 3rd term?",17175,"Bill allowing Trump 3rd term passes House before June?","TRUE"
"KXRECOGPERSONIRAN-25","Will the US recognize Reza Pahlavi as the leader of Iran in 2025?",27119,"US recognizes Reza Pahlavi as leader of Iran before August?","FALSE"
"NYCDEBITS-24","NYC Mayor gives $10k to more migrants?",903505,"Will NYC give migrant families $10,000?","TRUE"
"KXONTPARTY-25","Who will win the Ontario election?",21622,"Which Party wins most seats in Ontario?","FALSE"
"KXAUSCOALITION-25","What will the next government of Australia be?",23633,"Next Government of Australia","FALSE"
"KXBORDERBILL-25","Will Trump pass a new border law?",17907,"Will Trump pass a border/immigration law in first 100 days?","FALSE"
"KXMANCHINRUN-28MAR01","Will Joe Manchin run for president in 2028?",10896,"Will Joe Manchin run for West Virginia Governor?","FALSE"
"KXSCHUMEROUT-25","Will Chuck Schumer no longer be Senate Minority Leader in 2025?",21175,"Will Schumer remain Minority Leader through 2025?","TRUE"
"KXEOCOUNTM-25SEP01","How many Executive Orders will Trump issue in August?",16866,"How many Executive Orders will Trump issue in his first week?","FALSE"
"KXBUYBTC-25","Will the Senate pass an act to buy 1m BTC this year?",21264,"Senate passes bill to purchase 1m Bitcoin in 2025?","FALSE"
"KXPRESTALKXI-0","When will Trump next talk with Xi Jinping?",22855,"Will Xi Jinping talk to Trump before May?","FALSE"
"KXEONIL-25SEP","Will Trump issue an executive order about student-athlete NIL compensation before Sep 2025?",33322,"Will Trump sign an NIL executive order by September 1?","FALSE"
"KXHEGSETHCOUNT-25","How many Senators will vote for Pete Hegseth as Secretary of Defense?",16557,"How many Senators vote to confirm Hegseth?","TRUE"
"KXTXHOUSEDEM-25SEP","Will any Texas House Democrat be arrested in Aug 2025?",35941,"Any Texas House Democrats arrested by August 19?","TRUE"
